timestamp,engine,model,p7_length,difficulty,genre,genreLabel,domain,domainLabel,part,partName,stem,optionA,optionB,optionC,optionD,answer,explanationJa
2025-11-01T18:29:33,openai,gpt-4o,long,medium,notice,社内通知,it,IT,7,Reading Comprehension,What is the main purpose of this notice?,To announce a new software launch.,To inform about a scheduled maintenance.,To request feedback on IT services.,To introduce new IT staff members.,B,この通知の主な目的は、予定されているメンテナンスについて情報を提供することです。選択肢Aは新しいソフトウェアの発売についてであり、選択肢CはITサービスに関するフィードバックの要求、選択肢Dは新しいITスタッフの紹介です。これらはすべて通知の内容とは無関係です。
2025-11-01T18:29:55,openai,gpt-4o,long,medium,notice,社内通知,it,IT,7,Reading Comprehension,What is the main purpose of the notice?,To announce a new software launch.,To notify staff about server maintenance.,To introduce a new IT policy.,To request feedback on IT services.,B,この通知の主要な目的は、サーバーのメンテナンスについてスタッフに知らせることです。選択肢Bが正解です。選択肢Aの新しいソフトウェアの発表や、選択肢Cの新しいITポリシーの紹介、選択肢DのITサービスに関するフィードバックの依頼とは記載されていません。
2025-11-01T18:30:24,openai,gpt-4o,long,medium,notice,社内通知,it,IT,7,Reading Comprehension,What is the main purpose of the notice?,To announce a change in office hours.,To inform about upcoming system maintenance.,To request feedback on network performance.,To introduce a new IT staff member.,B,この通知の主な目的は、11月5日に予定されているシステムメンテナンスについて知らせることです。選択肢Aはオフィスの営業時間の変更について述べていますが、本文にはそのような情報はありません。選択肢Cのネットワークパフォーマンスに関するフィードバックの要請も本文にはありません。選択肢Dは新しいITスタッフの紹介についてですが、そのような情報も本文には含まれていません。従って、正解はBです。
2025-11-01T18:30:38,openai,gpt-4o,long,medium,notice,社内通知,finance,金融,7,Reading Comprehension,What is the deadline for submitting budget reports?,November 15,November 20,November 25,November 30,B,この質問は、予算報告書の提出期限についてです。文中で「各部門は11月20日までに予算報告書を完成させる必要がある」と述べられているため、正解はBの11月20日です。Aの11月15日は未処理の請求書の期限であり、CとDは文中に記されていない日付です。
2025-11-01T18:31:38,openai,gpt-4o,long,medium,notice,社内通知,finance,金融,6,Text Completion,"According to the notice, what must employees include with their reimbursement requests?",A detailed explanation of the expense,The contact information of the vendor,All relevant receipts and documentation,A copy of their monthly budget,C,この通知によると、従業員は払い戻しの申請にすべての関連する領収書と書類を添付する必要があります。選択肢Aの「費用の詳細な説明」や選択肢Bの「ベンダーの連絡先情報」、選択肢Dの「毎月の予算のコピー」は文中に記載されていません。したがって、正解はCです。
2025-11-01T18:31:54,openai,gpt-4o,long,medium,notice,社内通知,finance,金融,5,Incomplete Sentences,The finance department will conduct a comprehensive review of the budget allocations to ensure that all departments are _______ with the company's financial policies.,compliant,compliance,comply,complied,A,正解は A の ‘compliant’ です。この文では、
2025-11-01T18:44:58,openai,,long,medium,notice,社内通知,it,IT,5,Incomplete Sentences,All IT department employees are required to update their passwords every three months to ensure that company data remains _____.,secure,securely,security,securing,A,正解はAの『secure』です。この文では『remains』の後に形容詞が必要で、「安全な状態である」ことを表現しています。Bの『securely』は副詞なので不適切です。Cの『security』は名詞なので文法的に合いません。Dの『securing』は動詞のing形で適切ではありません。
2025-11-01T18:45:13,openai,,long,medium,notice,社内通知,it,IT,5,Incomplete Sentences,The IT support team will respond to all technical inquiries ______ 24 hours of receiving them.,during,within,among,beneath,B,正解はBの 'within' です。'within 24 hours' は「24時間以内に」という意味で、IT分野でよく使われる表現です。Aの 'during' は「〜の間に」という意味で時間の幅を示しますが、期限内を表すには不適切です。Cの 'among' は「〜の中で（3つ以上の物や人）」の意味で、この文脈には合いません。Dの 'beneath' は「〜の下に」で場所を表すため、意味が合いません。
2025-11-01T18:45:28,openai,,long,medium,event,イベント,marketing,マーケティング,5,Incomplete Sentences,"The marketing department will launch a new social media campaign next week, so all team members are expected to ______ in the planning meeting.",participate,participates,participating,participated,A,正解はAの“participate”です。主語は“all team members”で複数形なので、動詞の原形が必要です。Bの“participates”は三人称単数現在形で合いません。Cの“participating”は進行形または分詞となり、文法上不適切です。Dの“participated”は過去形で、時制が一致しません。
2025-11-01T18:46:47,openai,,long,medium,event,イベント,marketing,マーケティング,7,Reading Comprehension,What is one advantage of registering for the event in advance?,Participants receive special discounts on marketing technology.,Attendees are guaranteed a lower ticket price.,Guests can access free parking near the venue.,Keynote speakers will offer private consultations.,B,正解はBです。本文には、事前購入の場合は35ドル、当日購入の場合は45ドルと記載されているため、事前登録の利点はチケット価格が安くなることです。Aの「特別割引」やDの「個別相談」については本文に記載がなく、Cの「無料駐車場」はすべての参加者が利用できると明記されています。したがって、Bが最も適切な選択肢です。
2025-11-01T18:48:31,openai,,long,medium,event,イベント,marketing,マーケティング,6,Part 6: Text Completion,Select the best answer,Thank you for your attention to this announcement.,We apologize for any inconvenience this may cause.,Your feedback on the last workshop was greatly appreciated.,Please submit your monthly reports by the end of the week.,A,Aは、案内文の締めくくりとして自然であり、イベント告知の最後によく使われる表現です。他の選択肢は文脈に合いません。Bは謝罪を表しており、イベントのお知らせには不要です。Cは前回のワークショップへのフィードバックに言及していますが、今回のイベント案内には直接関係がありません。Dは月次レポートの提出依頼であり、イベントの案内には無関係です。
2025-11-01T19:09:00,openai,gpt-4o,long,medium,notice,社内通知,it,IT,7,Reading Comprehension,What is the main purpose of the notice?,To announce the implementation of a new software update,To inform staff about a new employee joining the department,To provide training details for the IT department,To request feedback on system performance,A,この通知の主な目的は、新しいソフトウェア更新の実施を発表することです。選択肢Aが正解です。選択肢Bは新しい従業員についてであり、選択肢Cはトレーニングの詳細を提供すること、選択肢Dはシステム性能についてのフィードバックを求めることに関するもので、いずれも本文の内容には該当しません。,,,
2025-11-01T19:09:24,openai,gpt-4o,medium,easy,schedule,時刻表/スケジュール,it,IT,7,Reading Comprehension,When is the IT department staff meeting scheduled?,"November 10, 2025","November 15, 2025","November 20, 2025","November 25, 2025",B,正しい答えは B です。文章に「次回のスタッフ会議は11月15日に予定されています」と明確に書かれています。他の選択肢 A、C、D は誤りで、文章に記載されていない日付です。,,,
2025-11-01T19:09:48,openai,gpt-4o,long,medium,notice,社内通知,it,IT,7,Reading Comprehension,What is the main purpose of the notice?,To inform employees about a change in security policy.,To announce a mandatory IT security training session.,To provide an update on company ID policy.,To notify employees about a new IT support contact.,B,このお知らせの主な目的は、従業員にITセキュリティトレーニングセッションについて知らせることです。本文では、11月15日に年次セキュリティトレーニングが開催されると明記されています。選択肢Aはセキュリティポリシーの変更についてですが、そのような情報はありません。選択肢CとDも本文には触れられていない情報に基づいています。,,,
2025-11-01T19:10:02,openai,gpt-4o,long,medium,notice,社内通知,it,IT,7,Reading Comprehension,What is the main purpose of the notice?,To announce a new hiring in the IT department,To inform staff about a scheduled system upgrade,To request feedback on the recent changes in the system,To invite staff to a team-building event,B,この通知の主な目的は、11月15日に予定されているシステムアップグレードについてスタッフに通知することです。選択肢Bが正解です。選択肢Aは新規採用について言及していませんし、選択肢Cは変更に関するフィードバックを求めているわけではありません。選択肢Dはチームビルディングイベントへの招待についても言及していません。,,,
2025-11-01T19:16:30,local,gpt-4o,long,medium,notice,社内通知,it,IT,7,Reading Comprehension,Which of the following is mentioned in the passage?,A recall of defective devices.,A storewide 50% discount.,Plans to introduce a new outreach program.,Instructions to repair machinery.,C,本文は新たな取り組みの導入を述べており、値引きや製品回収、修理手順は含まれていません。,,,
2025-11-01T19:16:41,local,gpt-4o,medium,easy,job_posting,求人,aviation,航空/旅行,5,Incomplete Sentences,"The report, ______ was finalized yesterday, will be shared with all staff.",who,that,which,whom,C,非制限用法（カンマあり）では which を用いる。that は不可。,,,
2025-11-01T19:16:50,local,gpt-4o,long,hard,advertisement,広告,marketing,マーケティング,5,Incomplete Sentences,"This model is ______ than the previous version, making it ideal for travel.",more light,lighter,lightest,light,B,比較級 than に合わせて lighter を選びます。,,,
2025-11-01T19:17:24,openai,gpt-4o,short,hard,manual,操作手順,education,教育,5,Incomplete Sentences,"In order to enhance student engagement, the university has decided to ______ new interactive learning tools in its curriculum this semester.",integrate,segregate,mitigate,implicate,A,正解はAのintegrateです。「統合する、取り入れる」という意味で、文脈上「新しいインタラクティブな学習ツールをカリキュラムに取り入れる」が適切です。Bのsegregateは「分離する」で逆の意味です。Cのmitigateは「緩和する」で文脈に合いません。Dのimplicateは「巻き込む、含意する」で意味が異なります。,,,
2025-11-01T19:20:53,openai,gpt-4o,long,medium,job_posting,求人,support,サポート,6,Text Completion,Select the best answer,Although,Since,Therefore,However,B,正解はBの「Since」です。この文では、新しいシステムの導入が顧客満足度向上の一環であることを示しています。「Since」を用いることで、「私たちが顧客満足度の向上に焦点を合わせ続けているので、新しいシステムに関するあなたのフィードバックが貴重です」という因果関係を示しています。他の選択肢は文脈に合いません。「Although」は逆接の文脈で使われ、「Therefore」は結果を示す際に使われ、「However」は対比を示す際に使われますが、いずれもこの文脈にはそぐわないです。,,,
2025-11-01T19:21:18,openai,gpt-4o,long,medium,notice,社内通知,it,IT,7,Reading Comprehension,What is the purpose of this notice?,To announce a change in the network maintenance schedule.,To inform staff of a new software update.,To request feedback on IT services.,To introduce a new IT policy.,A,この通知の目的は、ネットワーク保守のスケジュール変更を知らせることです。選択肢Aが正解です。選択肢Bの「新しいソフトウェアの更新について」は本文で言及されておらず、選択肢Cの「ITサービスに関するフィードバックの依頼」や選択肢Dの「新しいITポリシーの紹介」も本文に含まれていません。,,,
2025-11-01T19:21:41,openai,gpt-4o-mini,long,medium,notice,社内通知,it,IT,7,Notice,When will the mandatory safety training session take place?,November 15th,December 1st,October 30th,November 20th,A,この問題では、必須の安全トレーニングセッションの日付を尋ねています。正解はAの「11月15日」で、文中に明確に記載されています。他の選択肢は、トレーニングセッションの日付としては不正確であり、文中にも触れられていません。よって、Aが正しい答えです。,,,
2025-11-01T19:22:45,openai,gpt-4o-mini,long,medium,notice,社内通知,it,IT,7,Notice,What is the main purpose of the notice?,To inform employees about a new password policy.,To announce a company-wide meeting.,To remind employees of the holiday schedule.,To provide updates on software installations.,A,この通知の主な目的は、新しいパスワードポリシーについて従業員に通知することです。選択肢Aは、通知の内容を正確に反映しています。選択肢Bは、会議についての情報ではなく、選択肢Cは休日のスケジュールに関する内容であり、選択肢Dはソフトウェアのインストールに関する更新について言及しています。,,,
